
значение показателя за год
;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
Ыб;;;;56;53;31;31;50;64;48;35;33;38;38;21;25;
Яснэг;;;;45;39;37;41;44;45;53;44;28;36;21;28;33;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;193;143;136;409;397;414;557;536;570;493;482;531;447;447;516;449;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сысольского района;;;;;;;;;;;;;;;;449;
Визинга;;;;93;142;182;258;237;256;226;234;264;216;254;267;202;
Визиндор;;;;35;26;13;25;40;29;30;27;17;21;27;23;27;
Вотча;;;;4;9;15;9;13;15;5;8;17;8;5;13;18;
Гагшор;;;;19;16;19;16;19;12;29;11;23;8;9;11;15;
Заозерье;;;;26;33;28;28;44;38;21;27;24;23;12;11;15;
Куниб;;;;116;62;52;81;64;71;78;94;86;66;54;101;97;
Куратово;;;;47;40;19;36;38;49;29;17;36;31;28;27;18;
Межадор;;;;23;24;35;40;39;33;26;22;28;19;14;28;22;
Палауз;;;;2;1;2;2;5;7;3;5;1;6;7;8;10;
Пыёлдино;;;;17;21;31;20;15;23;24;17;15;20;15;11;12;
Чухлэм;;;;27;23;18;42;22;37;22;20;20;29;22;16;13;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;294;243;246;426;511;253;405;432;547;551;513;442;362;381;289;349;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;224;
Троицко-Печорск;;;;198;209;103;203;224;303;301;294;239;192;224;179;224;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;125;
Приуральский;;;;22;27;12;16;19;15;15;29;15;16;15;6;12;
Знаменка;;;;10;24;;8;13;8;11;4;14;5;6;8;6;
Комсомольск-на-Печоре;;;;18;35;11;18;26;32;33;28;19;16;17;12;14;
Куръя;;;;8;13;2;3;3;3;3;1;5;2;3;2;2;
Митрофан-Дикост;;;;13;7;15;22;24;34;28;29;17;23;16;12;10;
Мылва;;;;48;58;25;18;23;29;31;35;29;31;33;15;19;
Нижняя Омра;;;;43;47;30;41;37;38;54;33;40;23;30;12;27;
Покча;;;;15;34;15;15;11;19;22;22;13;16;16;8;12;
Усть-Илыч;;;;9;21;17;22;19;27;18;11;18;14;4;14;4;
Якша;;;;42;36;23;39;33;39;35;27;33;24;17;21;19;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;566;663;580;888;1038;1131;880;916;949;849;797;749;542;528;561;486;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Удорского района;;;;;;;;;;;;;;;;328;
Благоево;;;;128;175;194;157;168;136;156;157;151;130;127;129;99;
Междуреченск;;;;44;63;61;75;72;72;82;55;60;36;40;54;36;
Усогорск;;;;268;339;332;286;325;297;308;290;254;148;183;204;193;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Удорского района;;;;;;;;;;;;;;;;158;
Буткан;;;;25;33;40;10;23;14;8;17;15;7;3;7;10;
Важгорт;;;;35;34;27;21;17;17;24;14;17;12;20;14;9;
Вожский;;;;48;56;74;42;50;38;39;27;53;39;17;27;14;
Глотово;;;;24;30;24;23;22;24;23;24;16;17;11;10;10;
Ёдва;;;;43;45;41;39;32;57;22;31;15;27;27;19;24;
Ёртом (до 1 января 2018г);;;;68;48;34;13;18;17;14;;;;;;;
Кослан;;;;88;98;135;123;118;194;99;99;105;92;56;64;69;
Большая Пучкома;;;;15;17;23;3;7;7;10;7;13;2;6;4;2;
Большая Пысса;;;;40;23;45;4;7;27;13;18;8;9;5;5;3;
Чернутьево;;;;25;45;44;37;26;17;21;19;13;13;13;10;6;
Чим;;;;25;17;30;27;18;24;19;21;19;8;10;9;8;
Чупрово;;;;12;15;27;20;13;8;11;18;10;2;10;5;3;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;383;280;278;611;725;772;821;837;854;801;914;708;636;751;769;709;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Усть-Вымского района;;;;;;;;;;;;;;;;392;
Микунь;;;;159;266;259;330;286;276;243;266;240;201;247;258;221;
Жешарт;;;;116;149;199;197;227;253;270;268;200;207;206;204;171;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Вымского района;;;;;;;;;;;;;;;;317;
Айкино;;;;121;100;106;125;95;89;93;141;98;94;106;125;128;
Вежайка;;;;15;14;11;10;10;6;8;8;7;6;8;;1;
Гам;;;;51;65;62;38;41;27;33;39;26;12;34;33;29;
Донаёль;;;;13;15;12;8;6;17;21;22;16;12;15;11;14;
Илья-Шор;;;;8;4;17;4;8;14;8;16;8;7;10;7;17;
Кожмудор;;;;16;33;32;22;34;23;25;38;24;15;22;31;29;
Мадмас;;;;21;19;16;23;24;26;28;27;15;14;14;25;14;
Межег;;;;42;17;12;27;29;31;24;23;22;17;25;17;22;
Студенец;;;;7;14;22;14;34;34;25;27;24;25;26;29;31;
Усть-Вымь;;;;42;29;24;23;43;58;23;39;28;26;38;29;32;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;202;219;183;710;763;737;921;858;1098;1168;1050;1008;879;776;807;724;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Куломского района;;;;;;;;;;;;;;;;724;
Аныб (до 1 января 2018г);;;;6;6;10;11;13;8;13;;;;;;;
Вольдино;;;;26;21;37;26;28;43;42;28;30;20;18;19;17;
Нижний Воч;;;;13;16;13;20;17;28;25;24;27;17;9;10;15;
Диасёръя;;;;15;10;11;12;13;13;26;20;19;12;17;14;9;
Деревянск;;;;19;23;16;20;19;29;28;24;39;24;23;19;15;
Дзёль (до 1 января 2020 года);;;;6;;1;12;5;9;3;4;5;;;;;
Дон;;;;21;28;10;37;28;44;47;27;47;38;29;15;43;
Кебанъёль;;;;51;61;64;80;67;80;100;71;47;62;37;58;51;
Керчомъя;;;;27;15;26;23;26;33;40;48;39;32;32;28;18;
Кужба;;;;40;45;35;36;29;56;44;50;33;42;30;31;32;
Мыёлдино;;;;10;5;18;10;14;14;14;10;11;7;12;7;4;
Носим (до 1 января 2018г);;;;17;17;24;21;26;34;30;;;;;;;
Крутоборка;;;;0;0;4;5;1;3;2;1;2;1;4;1;0;
Парч;;;;8;5;5;10;11;18;16;12;12;5;5;4;7;
Пожег;;;;31;37;40;59;52;67;63;72;76;50;60;46;50;
Помоздино;;;;69;102;59;92;96;109;104;106;95;84;65;105;77;
Зимстан;;;;51;64;79;71;64;93;95;46;57;52;43;55;56;
Руч;;;;17;26;16;27;22;21;23;46;17;36;18;32;20;
Тимшер;;;;34;37;34;37;34;52;47;45;60;52;40;29;25;
Усть-Кулом;;;;169;148;129;203;174;209;260;289;264;239;237;227;189;
Усть-Нем;;;;12;15;17;13;28;35;21;27;26;14;14;11;19;
Югыдъяг;;;;68;82;89;96;91;100;125;100;102;92;83;96;77;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;77;90;79;366;438;477;513;544;646;514;591;557;615;590;474;476;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Цилемского района;;;;;;;;;;;;;;;;476;
Среднее Бугаево;;;;22;9;10;16;17;19;8;12;16;17;14;10;13;
Ёрмица;;;;4;14;21;19;18;24;23;12;20;25;13;21;14;
Коровий Ручей;;;;60;76;74;66;100;138;73;80;82;94;110;70;92;
Нерица;;;;10;17;10;17;5;6;9;10;0;2;11;2;4;
Новый Бор;;;;25;33;30;30;35;35;33;50;39;52;30;52;26;
Окунев Нос;;;;12;15;15;21;13;32;27;21;25;34;28;34;11;
Замежная;;;;36;46;44;51;44;61;67;83;66;60;72;46;47;
Уег;;;;7;10;6;6;9;8;7;12;5;5;2;3;8;
Усть-Цильма;;;;149;153;197;222;231;246;198;223;251;242;261;182;202;
Хабариха;;;;15;10;17;9;21;14;12;20;19;15;11;6;11;
Трусово;;;;26;55;53;56;51;63;57;68;34;69;38;48;48;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;
Сыктывкар;4375;4849;4689;7474;7326;7877;8427;7733;8425;8350;8227;7243;6949;7420;7319;6944;
Воркута (до 1 января 2025 года);1153;1020;1577;2537;2802;2942;3658;4091;4418;3413;3549;3660;3518;3420;3883;3834;
Вуктыл (до 1 января 2024 года);;;;;;;;;;492;416;504;474;405;413;337;
Инта (до 1 января 2025 года);418;276;351;668;973;1083;1292;1320;1332;1278;1339;1152;1164;1050;945;1087;
Усинск (до 1 января 2024 года);939;777;660;1910;2484;2761;2802;2709;2825;2568;2786;1991;2327;1912;1591;1773;
Ухта (до 1 марта 2024 года);2327;2322;2467;3192;3721;3843;4179;4328;4602;4363;3838;2336;2501;2707;2329;2064;
Число выбывших, человек;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);578;566;588;799;862;834;966;896;780;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;
Вуктыл (до 1 января 2017 года);444;463;466;644;682;684;847;739;657;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;
Дутово (до 1 января 2017 года);;;;67;82;98;51;62;64;;;;;;;;
Лемтыбож (до 1 января 2017 года);;;;20;26;11;8;12;6;;;;;;;;
Подчерье (до 1 января 2017 года);;;;49;51;31;52;62;38;;;;;;;;
Усть-Соплеск (до 1 января 2017 года);;;;19;21;10;8;21;15;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;449;438;414;790;714;787;711;772;784;679;742;720;578;655;604;596;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Ижемского района;;;;;;;;;;;;;;;;596;
Брыкаланск;;;;55;42;37;39;35;38;19;32;50;33;45;42;18;
Ижма;;;;182;144;223;140;159;175;184;167;157;132;176;142;141;
Том;;;;70;71;62;70;83;59;49;69;52;48;37;40;37;
Кельчиюр;;;;46;57;38;65;56;55;32;68;46;56;54;43;46;
Кипиево;;;;49;59;36;47;39;53;52;44;30;28;28;27;16;
Краснобор;;;;85;55;80;70;79;87;59;63;85;57;67;53;69;
Мохча;;;;68;88;83;77;92;66;73;60;64;57;66;51;74;
Няшабож;;;;56;21;36;19;36;40;33;33;30;21;10;27;24;
Сизябск;;;;77;65;71;61;76;90;59;51;72;47;64;61;64;
Щельяюр;;;;102;112;121;123;117;121;119;155;134;99;108;118;107;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);678;709;686;1065;1016;1159;1096;1107;897;902;852;778;702;725;763;738;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Княжпогостского района;;;;;;;;;;;;;;;;584;
Емва;;;;512;524;589;530;524;552;538;511;464;389;372;472;436;
Синдор;;;;143;121;140;103;168;88;145;119;129;130;120;122;148;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Княжпогостского района;;;;;;;;;;;;;;;;154;
Ветью (до 1 января 2018г);;;;19;17;59;39;12;13;5;;;;;;;
Вожаёль (до 1 января 2013 года);;;;61;44;;;;;;;;;;;;
Иоссер;;;;30;29;77;56;35;14;21;15;6;11;16;8;9;
Княжпогост (до 1 января 2013 года);;;;31;43;;;;;;;;;;;;
Мещура;;;;22;20;19;26;18;26;19;18;10;15;24;18;14;
Серёгово;;;;46;37;27;29;43;53;38;49;32;32;58;37;30;
Тракт;;;;73;53;106;99;98;55;54;53;56;58;46;41;27;
Туръя;;;;12;8;13;7;16;8;18;18;12;17;19;16;13;
Чиньяворык;;;;92;84;100;187;176;63;43;39;37;32;45;32;41;
Шошка.;;;;24;36;29;20;17;25;21;30;32;18;25;17;20;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;184;205;210;459;410;481;559;487;506;504;431;412;394;445;348;333;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Койгородского района;;;;;;;;;;;;;;;;333;
Грива;;;;13;16;19;20;12;25;14;14;7;25;17;10;10;
Кажым;;;;39;33;54;66;33;57;66;51;55;43;46;34;33;
Койгородок;;;;155;125;145;151;152;168;161;158;137;152;160;144;125;
Койдин;;;;56;55;62;76;71;63;72;65;69;44;77;45;50;
Ком ( до 1 января 2020 года);;;;35;19;11;20;20;12;9;18;11;;;;;
Кузьёль;;;;20;21;13;22;13;25;18;9;11;23;15;20;26;
Нижний Турунъю (до 1 января 2017г);;;;14;35;55;84;35;31;;;;;;;;
Нючпас (до 1 января 2023 г);;;;12;10;12;13;15;9;9;5;10;2;11;7;;
Подзь;;;;69;62;60;81;80;75;118;74;66;85;92;58;53;
Ужга;;;;46;34;50;26;56;41;37;37;46;20;27;30;36;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;443;521;458;903;981;913;1168;1169;1286;1345;1182;948;1007;1016;873;801;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Корткеросского района;;;;;;;;;;;;;;;;801;
Богородск;;;;35;43;49;54;44;57;40;60;47;58;48;48;41;
Большелуг;;;;43;40;47;59;73;66;48;54;71;45;46;37;37;
Вомын;;;;24;46;37;21;39;24;42;23;28;44;27;29;15;
Додзь;;;;54;41;58;89;37;54;42;62;52;48;76;51;59;
Керес;;;;35;51;38;43;38;49;68;55;26;41;57;48;45;
Корткерос;;;;163;180;159;193;232;216;273;247;210;194;214;179;172;
Намск;;;;35;24;30;44;36;36;37;29;24;26;27;35;12;
Маджа;;;;36;30;29;24;46;31;39;37;26;24;27;12;25;
Мордино;;;;79;92;81;104;104;89;74;83;66;81;71;54;52;
Нёбдино;;;;10;16;18;14;18;23;20;15;12;24;33;24;31;
Нившера;;;;54;58;36;76;68;80;83;52;61;46;45;57;36;
Пезмег;;;;60;62;60;100;97;110;105;67;70;81;80;53;39;
Подъельск;;;;33;44;34;48;47;35;44;51;23;23;28;23;30;
Подтыбок;;;;37;44;54;69;50;68;51;47;40;50;69;62;41;
Позтыкерес;;;;10;11;9;14;29;18;30;16;17;22;16;23;24;
Приозёрный;;;;61;55;46;69;44;86;115;67;34;59;29;36;29;
Сторожевск;;;;84;80;89;89;94;100;115;127;84;101;88;69;78;
Усть-Лэкчим;;;;50;64;39;58;73;144;119;90;57;40;35;33;35;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;1644;1572;1652;2554;2933;3079;2971;2722;2790;2850;2932;2387;2141;1874;1743;1596;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Печора;;;;;;;;;;;;;;;;1408;
Печора;1210;1069;1209;1775;2086;2162;2021;1946;2081;2106;2111;1805;1626;1475;1367;1238;
Изъяю (до 1 января 2013 года);;;;94;;;;;;;;;;;;;
Кожва;84;88;57;153;292;270;279;271;270;277;341;222;153;134;126;108;
Путеец;;;;102;165;196;200;134;115;121;107;108;153;75;53;62;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения района Печора;;;;;;;;;;;;;;;;188;
Зеленоборск (до 1 января 2013 года);;;;50;;;;;;;;;;;;;
Каджером;;;;115;160;167;178;132;155;149;124;97;94;81;74;65;
Кедровый Шор (до 1 января 2013 года);;;;24;;;;;;;;;;;;;
Косью (до 1 января 2013 года);;;;16;;;;;;;;;;;;;
Красный Яг (до 1 января 2013 года);;;;36;;;;;;;;;;;;;
Озёрный;;;;29;99;111;112;97;99;96;132;93;63;44;62;77;
Приуральское;;;;30;49;30;19;32;16;36;34;36;16;16;21;14;
Соколово (до 1 января 2013 года);;;;26;;;;;;;;;;;;;
Сыня (до 1 января 2013 года);;;;33;;;;;;;;;;;;;
Чикшино;;;;71;82;143;162;110;54;65;83;26;36;49;40;32;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;484;508;496;943;909;819;819;825;851;1061;897;747;638;683;641;614;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Прилузского района;;;;;;;;;;;;;;;;614;
Ваймес (до  1 января 2017г);;;;19;27;30;23;22;20;;;;;;;;
Верхолузье (до 1 января 2017г);;;;28;13;18;16;7;12;;;;;;;;
Вухтым;;;;60;46;48;50;48;55;72;54;30;35;45;45;31;
Гурьевка;;;;33;30;10;33;40;34;37;24;26;25;28;35;25;
Занулье;;;;8;8;7;6;8;10;4;5;3;2;6;2;2;
Летка;;;;138;133;128;109;120;125;156;140;112;77;103;89;111;
Лойма;;;;51;62;29;31;52;50;57;50;30;29;41;27;30;
Мутница;;;;38;30;32;28;44;22;39;39;33;16;33;32;13;
Ношуль;;;;84;74;60;69;79;83;139;127;90;93;88;80;82;
Объячево;;;;258;268;281;272;242;266;365;301;280;247;257;236;240;
Прокопьевка;;;;16;18;9;7;20;11;13;10;11;7;5;5;4;
Слудка.;;;;45;36;31;33;15;31;33;33;18;13;23;13;19;
Спаспоруб;;;;33;33;54;47;48;34;44;39;36;33;18;24;20;
Черёмуховка;;;;69;58;44;52;49;51;61;51;41;37;36;53;37;
Чёрныш (до 1 января 2021 года);;;;35;37;21;23;23;26;41;24;37;24;;;;
Читаево (до 1 января 2017г);;;;28;36;17;20;8;21;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;1037;889;1086;1627;1744;1913;2082;1977;1997;2025;2096;1732;1479;1625;1492;1365;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения района Сосногорск;;;;;;;;;;;;;;;;1365;
Сосногорск;;;;788;882;1333;1449;1378;1367;1409;1499;1294;1116;1185;1099;1058;
Войвож;;;;149;139;142;183;162;118;141;156;90;87;120;91;72;
Нижний Одес;;;;431;476;438;450;437;512;475;441;348;276;320;302;235;
Сельское поселение;;;;;;;;;;;;;;;;;;
Верхнеижемский  (до 1 янвря 2013 года);;;;34;49;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;34;12;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;31;46;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;33;24;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;21;21;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;29;50;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;77;45;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;403;453;501;983;1008;1100;1247;1236;1417;1194;1226;1002;1070;1135;1056;1015;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сыктывдинского района;;;;;;;;;;;1226;;;;;1015;
Выльгорт;;;;352;413;438;515;535;601;467;434;463;451;547;566;516;
Зеленец;;;;159;184;191;152;160;197;169;220;131;157;146;135;114;
Лэзым;;;;13;16;16;23;33;18;31;21;19;26;33;27;23;
Мандач;;;;47;26;26;33;20;34;35;28;19;16;11;11;32;
Нювчим;;;;45;18;33;27;26;39;38;39;20;22;29;26;39;
Озёл;;;;9;6;13;8;16;24;20;9;5;7;13;10;10;
Пажга;;;;114;101;102;101;131;124;136;136;104;109;97;72;77;
Палевицы;;;;49;64;59;53;53;87;81;67;54;67;58;48;41;
Слудка;;;;23;31;50;28;36;41;35;45;30;39;40;21;32;
Часово;;;;62;46;53;64;47;68;46;82;56;59;49;38;40;
Шошка;;;;19;18;36;29;16;37;38;35;17;37;46;29;19;
Ыб;;;;36;39;29;57;64;61;53;57;32;40;34;31;40;
Яснэг;;;;55;46;54;157;99;86;45;53;52;40;32;42;32;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;394;339;304;576;593;593;637;665;710;657;697;600;563;561;473;484;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Сысольского района;;;;;;;;;;;;;;;;484;
Визинга;;;;254;252;245;254;289;335;265;270;258;234;249;207;257;
Визиндор;;;;49;30;38;41;42;57;32;36;41;43;30;29;22;
Вотча;;;;11;19;10;22;14;12;16;13;12;11;19;7;14;
Гагшор;;;;34;27;31;32;35;23;21;31;21;23;22;21;21;
Заозерье;;;;47;62;58;41;59;32;48;53;38;33;30;31;28;
Куниб;;;;47;64;67;43;55;91;82;99;107;89;80;64;40;
Куратово;;;;45;46;49;77;46;59;63;47;27;40;45;31;35;
Межадор;;;;23;31;26;49;34;30;35;44;39;41;25;25;16;
Палауз;;;;7;9;10;11;6;5;8;19;8;4;18;6;14;
Пыёлдино;;;;33;18;23;24;41;37;38;52;21;20;16;32;21;
Чухлэм;;;;26;35;36;43;44;29;49;33;28;25;27;20;16;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;537;475;576;840;889;692;761;720;722;761;750;572;485;509;493;452;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;225;
Троицко-Печорск;;;;359;408;329;380;308;330;347;366;285;242;246;235;225;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;227;
Приуральский;;;;44;51;33;36;51;31;23;42;31;13;25;15;23;
Знаменка;;;;18;20;6;19;17;18;35;23;21;14;5;20;8;
Комсомольск-на-Печоре;;;;60;39;39;48;56;45;61;34;33;26;20;25;38;
Куръя;;;;18;10;4;5;3;4;4;16;2;11;2;2;2;
Митрофан-Дикост;;;;45;34;41;29;32;50;47;54;28;33;24;30;10;
Мылва;;;;73;57;35;36;49;47;40;57;37;25;39;23;39;
Нижняя Омра;;;;63;80;78;78;77;71;78;58;55;47;48;46;28;
Покча;;;;45;54;39;27;29;43;29;32;20;29;22;22;22;
Усть-Илыч;;;;44;36;38;44;47;31;41;27;29;16;11;31;29;
Якша;;;;71;100;50;59;51;52;56;41;31;29;67;44;28;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;911;974;952;1357;1501;1569;1422;1348;1161;1101;1122;926;702;744;686;657;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Удорского района;;;;;;;;;;;;;;;;383;
Благоево;;;;227;248;227;169;162;144;225;199;201;154;130;148;116;
Междуреченск;;;;126;136;140;106;101;102;88;103;69;60;72;66;81;
Усогорск;;;;343;367;423;330;302;308;278;296;275;195;219;183;186;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Удорского района;;;;;;;;;;;;;;;;274;
Буткан;;;;32;40;41;26;40;33;21;21;25;9;15;13;19;
Важгорт;;;;35;34;46;44;28;30;30;42;26;11;31;25;22;
Вожский;;;;117;114;129;252;291;102;79;85;41;49;56;21;25;
Глотово;;;;36;60;41;43;35;29;23;24;25;16;18;20;20;
Ёдва;;;;60;58;57;71;103;62;79;67;37;61;46;44;40;
Ёртом (до 1 января 2018г);;;;56;50;58;31;30;22;26;;;;;;;
Кослан;;;;147;172;167;184;135;202;129;157;117;76;77;87;78;
Большая Пучкома;;;;19;20;34;36;12;11;8;13;24;7;4;10;4;
Большая Пысса;;;;42;60;36;32;30;30;26;31;27;6;19;12;9;
Чернутьево;;;;43;70;65;45;38;41;41;17;22;24;20;17;16;
Чим;;;;45;51;55;24;23;34;30;42;19;21;27;33;26;
Чупрово;;;;29;21;50;29;18;11;18;25;18;13;10;7;15;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;718;714;796;1180;1265;1201;1281;1212;1093;1079;1138;919;920;860;919;844;
Городское поселение;;;;;;;;;;;;;;;;;;
Городские поселения Усть-Вымского района;;;;;;;;;;;;;;;;513;
Микунь;;;;369;387;379;420;394;323;259;336;313;311;295;317;291;
Жешарт;;;;357;352;350;316;327;327;371;311;279;262;218;245;222;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Вымского района;;;;;;;;;;;;;;;;331;
Айкино;;;;131;146;128;172;136;168;148;153;120;124;106;107;97;
Вежайка;;;;48;69;35;82;51;23;16;10;12;16;16;10;8;
Гам;;;;24;56;67;57;51;49;32;54;42;40;34;31;37;
Донаёль;;;;20;21;16;22;30;18;32;38;16;17;19;22;19;
Илья-Шор;;;;18;32;25;13;19;7;17;18;5;11;21;29;19;
Кожмудор;;;;46;37;51;36;34;34;38;52;29;28;27;47;53;
Мадмас;;;;43;27;20;34;47;30;37;29;29;26;31;22;17;
Межег;;;;34;57;44;40;42;25;39;45;19;24;24;18;16;
Студенец;;;;29;38;41;20;33;50;41;34;26;29;36;28;31;
Усть-Вымь;;;;61;43;45;69;48;39;49;58;29;32;33;43;34;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;575;558;588;1161;1248;1187;1342;1294;1407;1466;1422;1213;1081;1142;931;954;
Сельское поселение;;;;;;;;;;;;;;;;;;
Сельские поселения Усть-Куломского района;;;;;;;;;;;;;;;;954;
Аныб (до 1 января 2018г);;;;16;14;14;17;14;23;11;;;;;;;
Вольдино;;;;37;47;46;48;42;42;46;38;31;34;25;31;18;
Нижний Воч;;;;29;33;27;42;32;40;29;26;22;29;41;23;21;
Диасёръя;;;;15;17;21;16;25;29;32;22;20;19;12;19;7;
Деревянск;;;;40;33;30;40;50;31;50;80;33;36;41;17;23;
Дзёль (до 1 января 2020 года);;;;10;16;16;9;11;9;20;11;11;;;;;
Дон;;;;47;42;45;39;46;47;47;42;66;36;44;45;48;
Кебанъёль;;;;84;91;87;91;95;85;86;102;85;74;78;62;47;
Керчомъя;;;;50;33;42;65;43;58;71;74;50;39;49;43;38;
Кужба;;;;50;60;49;52;69;47;65;55;55;41;52;39;42;
Мыёлдино;;;;19;25;15;24;24;49;15;21;17;21;33;10;10;
Носим (до 1 января 2018г);;;;46;28;39;37;31;21;43;;;;;;;
Крутоборка;;;;0;0;4;3;2;9;3;1;2;1;2;1;1;
Парч;;;;13;15;10;9;26;14;14;12;11;6;7;9;11;
Пожег;;;;62;87;74;83;84;118;103;76;76;75;67;40;72;
Помоздино;;;;97;110;94;122;132;134;147;111;134;100;93;86;78;
Зимстан;;;;108;120;113;92;93;86;94;113;94;79;107;78;68;
Руч;;;;29;46;38;27;31;43;48;53;52;38;44;34;30;
Тимшер;;;;67;69;44;99;68;72;82;97;69;63;69;60;50;
Усть-Кулом;;;;175;190;204;242;212;242;247;301;249;244;218;185;252;
